title,genre,director,actor,synopsis,img
백야행,"멜로/로맨스, 미스터리, 범죄, 스릴러",박신우,"한석규, 손예진, 고수, 이민정","운명은 이들을 하얀 어둠 속으로 몰아 넣었다! 출소한 지 얼마 안된 한 남자가 잔인하게 살해 당한다. 이 사건이 14년 전 발생한 한 살인사건과 연관되어 있음을 안 수사팀은 담당형사였던 동수(한석규 분)를 찾아가고, 그는 본능적으로 당시 피해자의 아들이었던 요한(고수 분)이 연루되어 있음을 직감한다 한편, 재벌총수 승조의 비서실장 시영(이민정 분)은 승조를 위해 그의 약혼녀 미호(손예진 분)의 뒤를 쫓는다. 모든 면에서 완벽한 미호. 하지만 비현실적일 만큼 완벽했던 미호에게 석연치 않은 과거의 흔적이 발견되면서, 그녀 곁에 그림자처럼 맴돌고 있는 존재를 발견하게 된다. 과거를 지우는 여자와 오늘이 없는 남자, 빛과 그림자가 되다! 서로 다른 대상을 쫓다 한 자리에서 만나게 된 시영과 동수. 그들은 요한과 미호의 과거에 관한 충격적인 사실을 알게 된다. 14년 전 발생했던 사건의 살인용의자가 미호의 엄마, 피살자가 요한의 아빠였으며, 새로운 삶을 살고 있는 미호와 달리 요한은 여전히 어둠 속에 갇혀 살고 있다는 것이다. 마치 빛과 그림자처럼…… 14년 전, 그리고 현재까지 계속되는 미스터리한 살인사건들. 과연, 진실은 무엇일까?",./static/image_resized/520.jpg
리턴,"미스터리, 스릴러",이규만,"김명민, 김병철, 정유석, 김태우, 유준상, 김유미, 김뢰하","'수술 중 각성'을 겪은 한 아이의 잠적 부유한 집안의 외아들로 가족들의 사랑을 독차지하며 자라던 10살의 나상우는 외과 수술을 받던 중 배를 가르고 몸 속을 헤집는 고통을 느끼는 '수술 중 각성'을 겪게 된다. 그 후, 차가워진 눈빛과 섬뜩한 행동으로 주위를 애태우던 상우는 결국 한 아이를 살해하고 병원에 격리된다. 정신과 치료를 받아도 진전이 없던 상우에게 의사는 최후의 방법으로 최면치료를 시도해 끔찍했던 수술의 기억을 봉인한다. 서서히 정상적인 생활을 되찾아가던 중 상우와 그의 가족들은 잠적하고 그들은 세상에서 잊혀진다. 25년 후, 끔찍한 기억의 봉인이 풀린다. 수술 파트너인 마취의 장석호의 반대에도 불구하고 정신과 전문의 오치훈과 국내에서 최초로 최면수술을 성공시키면서 병원에서도 인정받고 있는 외과의 류재우. 평온한 나날을 보내던 어느 날, 류재우의 죽마고우 강욱환이 20여 년 만에 나타나고 그때부터 류재우를 둘러싼 의문의 사건들이 하나 둘 씩 일어나기 시작한다. 급기야 류재우의 아내 희진은 의문의 죽음을 맞이하게 된다. 류재우는 문득 아내의 사건에서 이상한 점을 발견하게 되고, 그 숨겨진 진실을 찾기 시작한다. 그리고 계속해서 일어나는 의문의 사건 중심에 25년 전 ‘수술 중 각성’을 겪은 ‘나상우’가 있다는 사실을 알게 되는데… 외과의 류재우, 정신과의 오치훈, 마취의 장석호, 그리고 강욱환… 살인을 부르는 기억의 주인공, 나상우는 누구인가?",./static/image_resized/521.jpg
지금 사랑하는 사람과 살고 있습니까?,"드라마, 멜로/로맨스",정윤수,"박용우, 한채영, 이동건, 엄정화","활기차고 귀엽지만 일할 땐 누구보다 열정적인 패션 컨설턴트 유나(엄정화)와 유머러스하고 다정다감한 호텔리어 민재(박용우)는 알콩달콩 친구 같은 커플! 그러나 연애 4년, 결혼 3년에 뜨겁기보단 편안한 생활형 부부. 여자에게 무심하고 차가운 워커홀릭 영준(이동건)과 지적인 외모와 차분한 성격의 조명 디자이너 소여(한채영)는 젊고 잘난, 남 부러울 것 없는 커플! 그러나 그저 남편과 아내로서만 살아가는 설레임은 없는 부부다. 패션 컨설팅를 하기 위해 찾아온 유나와 도발적인 실랑이를 벌이게 된 영준! 낯선 홍콩에서 운명처럼 민재와 마주치는 소여! 소여는 남편 영준이나 그녀조차 몰랐던 자신의 내면을 보아주는 남자 민재에 흔들리고, 영준은 늘 웃지만 삶이 고달픈 여자, 유나가 눈에 밟힌다. 그 밤, 뜨겁게 엇갈린 두 커플- 네 남녀는 위험하면서도 은밀한 하룻밤을 보내게 되는데… 그들은 가해자이면서, 동시에 피해자의 상황에 놓였다. 아직 그들은 서로 엇갈렸다는 걸 꿈에도 모른다. 그들의 크로스 연애... 어떤 일들이 벌어질까? 그들은 어떤 선택을 하게 될까?",./static/image_resized/522.jpg
권순분여사 납치사건,코미디,김상진,"강성진, 유해진, 나문희, 백상열","매맞는 게 일상다반사인 약골도범, 외모는 야생버섯이나 심성은 비닐 하우스 속 꽃봉오리 같아 수시로 상처받는 소심근영, 이십대 중반이지만 공부건, 구직이건 한 번도 해본 적이 없는 무뇌종만. 이 함량미달 굴욕 3인조들이 교도소에 수감된 채 출산이 임박한 도범 아내의 보석금을 위해, 우즈베키스탄 맞선 사기로 날린 근영 어머니의 틀니값을 위해, 그리고 백수로서의 품위유지비(?)를 위해 통 크게 한 탕을 터뜨리기로 마음먹는다. 목표는 국밥재벌 권순분 여사. 여자이니 약골도범보다 힘도 약할 것이고 고령이니 소심근영보다 어리버리할 것이고, 돈은 쌓아놓고 사실테니 무뇌종만도 평생 먹고 살 수 있겠지...라고 생각했는데! 도범은 죽도록 맞고 근영은 눈물마를 날이 없다. 그리고 돈은??? 자기가 몸소 몸값을 받아주겠다는데...그 금액이 500억!!!! 엄청난 인질을 건드렸다. 엄청난 드림팀이 결성됐다.",./static/image_resized/523.jpg
즐거운 인생,드라마,이준익,"김상호, 김윤석, 주진모, 장근석, 정진영, 김호정","20년 전. 3년 연속 대학가요제 탈락을 끝으로 해체된 락밴드 활화산. 지금은? 명퇴 후 눈치 밥 먹는데 익숙해진 일등급 백수 기영(정진영 분), 부담스럽게 공부 잘하는 자식 만나서 낮에는 택배, 밤에는 대리운전으로 등골 빠지는 바쁜 중년 성욱(김윤석 분), 타국 땅에 마누라와 자식들을 유학 보낸 자신이 자랑스러운 기러기아빠 혁수(김상호 분)는 ‘활화산’의 리더였던 상우의 장례식장에서 돌아온 뒤 불현듯 결심한다. 꿀꿀한 인생 달래줄 락밴드 ‘활화산’을 재 결성 하기로! 다시 활화산이 된 아저씨들. 리드기타 기영, 베이스 성욱, 드럼 혁수는 녹슬어버린 연주와 삑사리 나는 노래 실력을 견디다 못해, 죽은 상우의 아들 현준(장근석 분)에게 보컬을 부탁한다. 싸가지만 빼고 외모, 실력까지 겸비한 완소남 보컬 현준의 투입으로 무대 위에서 제대로 놀 수 있게 된 ‘활화산’. 그러나 즐거움도 잠시, 그들에게는 또다시 최대 고비가 다가오는데……",./static/image_resized/524.jpg
바르게 살자,"코미디, 드라마",라희찬,"정재영, 손병호, 주진모, 임지은","전대미문의 은행강도 모의훈련! 융통성0% 순경으로 인해 훈련은 걷잡을 수 없는 실제상황처럼 변해간다! 연이어 일어나는 은행 강도 사건으로 민심이 흉흉한 삼포시. 새로 부임한 경찰서장 이승우(손병호 분)는 유례없는 은행강도 모의훈련을 실시한다. 그러나 이 훈련을 통해 민심도 얻고, 야심도 채우려는 그에게 뜻밖의 복병이 나타난다. 어수룩하게 봤던 교통과 순경 정도만(정재영 분)이 강도로 발탁되면서 훈련이 점점 꼬이기 시작한 것이다. '정순경, 지금까지 잘했어!! 자 이제 대충 끝내자!' '저... 지금은 제가 강도니까, 결정은 제가 할 건데요?!' 대충대충 훈련이 끝나기만을 기다리는 참가자들의 바램을 무시한 채 불성실한 인질들을 설득해가며 차곡차곡 준비된 강도로서의 모범을 선보이는 정도만. 경찰이든 강도든 맡은 바 임무에 최선을 다하는 고지식한 성격 탓에 그의 머릿속엔 오로지 미션을 성공리에 끝내려는 생각뿐이다. 그의 강도 열연으로 모의훈련은 끝이 보이지 않고, 결국 특수기동대가 투입되고, TV를 통해 전국에 생중계 되는 등 훈련은 실전보다 더 빡세져 간다! 과연 이 훈련은 어떻게 끝이 날 것인가?",./static/image_resized/525.jpg
우리 동네,"스릴러, 범죄",정길영,"류덕환, 오만석, 최정우, 이선균","평온한 동네에 동일한 방식의 연쇄 살인사건이 연이어 발생한다. 피살자는 모두 여성이며 발견당시 양 손이 노끈에 묶인 채 십자가 모양으로 매달려 있었다. 한편, 추리소설가 지망생 ‘경주’는 월세금을 독촉하던 집주인과 말다툼 끝에 우발적으로 살인을 저지르게 되고, 이를 은폐하기 위해 연쇄살인범을 모방하여 시체를 처리한다.

사건수사가 난항을 겪고 있는 가운데 또 다시 살인사건이 발생하자 시민들은 모두 불안과 공포를 느끼고, 경찰 관계자는 이번 사건 역시 동일범의 소행으로 단정짓는다. 하지만 오직 강력계 반장 ‘재신’만이 마지막 사건은 모방범의 소행임을 직감한다. 그리고 자신의 살해수법을 모방하는 자가 있다는 사실을 알게 된 연쇄살인범 ‘효이’는 그를 추적하기 시작하는데…",./static/image_resized/526.jpg
싸움,"멜로/로맨스, 코미디",한지승,"설경구, 김태희, 김도연, 이경호, 임병훈","매사 토닥토닥 다투지만 다르기에 만나야 한다 생각하고 다르기에 맞춰야 한다 생각하는 진아와 상민. 이들은 물과 기름 같은 서로의 성격차이를 극복하고 주위 사람들의 축복 속에 행복한 삶을 향해 출발한다.
힘든 일이 닥쳐도, 어려움이 닥쳐도 둘이 함께라면 언제나 행복지수 100%일 것이라는 로망은 어느새 사라져 버리고…
매사 본의 아니게 진아의 심기를 건드리게 되는 대한민국 대표 무심남 상민.
그런 상민의 모습이 얄미워 본의 아니게 과격&까칠해져 버린 진아.
어느 날, 그들은 성격차이 극복의 실패를 인정하며 쿨하게, 이별을 고한다
홀로서기를 하고 각자의 길을 걷게 되는 상민과 진아. 그러던 어느 날 상민은 무엇인가를 문득 깨닫게 된다. 진아와 이별 시 뭐든지 반씩 나눈답시고 홧김에 아끼던 물건을 주게 된 것. 예민결벽과다집착형 새가슴증후군 상민은 극도의 집착과 흥분에 둘러싸여 서둘러 진아와의 약속을 잡는다.
아직 감정의 앙금이 남아있는 상태에서 이별 후 처음 만나게 된 상민과 진아.
상민은 본의 아니게 또다시 진아의 심기를 불편하게 하고, 진아는 상민의 태도에 슬슬 부아가 치밀어 오른다. 그리고 결국! 둘의 인내심은 한계에 다다르게 된다.
마침내, 대화 포기 선언을 하고 치열한 전면전에 돌입하게 된 이들! 싸움은 또 다른 싸움을 낳고, 그 싸움은 또 다시 큰 싸움을 낳게 되는데…",./static/image_resized/527.jpg
뜨거운 것이 좋아,드라마,권칠인,"이미숙, 김민희, 안소희, 김성수, 김준성","사랑도, 연애도, 그것도 (뜨거운 것이 좋아) 여자에겐 절대 들켜서 안될 세 가지가 있다. 바람, 주름살, 그리고......!!! 좌충우돌 무대뽀girl~ 아미! 일도 사랑도 둘 다 갖고 싶은 27살 시나리오 작가 아미. 그러나 아쉽게도 20대 아미에게 닥친 현실은! 집에선 언니도 모자라 조카까지 잔소리~ 남친은 바람나, 소개팅남은 들이대~ 일도 연애도 오리무중에 첩첩산중 이라는거. “나는 이제 더 팔릴 쪽도 없어. 지금이 최악이야! 내 인생의 봄날은, 대체 오긴 오는거야?!” 밤낮없이 뜨거운girl~ 영미! 일도 사랑도 뜨겁게 즐기며 사는 41살 잘나가는 인테리어 디자이너. 무엇 하나 부족할 것 없던 그녀에게 찾아온 불청객! 나이 먹는 것도 짜증인데, 폐경기라니...!!! 쌩까자는 말을 무시한 채 계속해서 앵기는 연하남 ‘경수’의 관심도 갈수록 짜증. “난 일하는데 연애 끌어들이고 어쩌고 딱 질색이거든? 우리, 내일부턴 쌩까자!” 이것저것 궁금한girl~ 강애!. 언제나 바쁜 엄마와 툭하면 좌절모드 이모를 챙기느라 다크써클이 턱까지 내려온 고딩. 하지만 더 큰 고민은 3년 째 열애 중인 남친 ‘호재’(김범)과의 스킨쉽! 궁금한 것도, 해보고 싶은 것도 많은 강애, 나두 연애도 사랑도 궁금하다구...! “야! 강호재! 저녁 때 집에 놀러 올래? 오늘 우리 집에 아.무.도. 없거든...!” 나이는 달라도… 일도, 사랑도, 연애도, 그것도! 뜨거운 것이 좋아! 인생에 우리 대신 심판을 해주는 사람이 있으면 좋겠건만, 언제나 그렇듯 선택은 자신의 몫! 오늘도 뜨겁게 고민하며 뜨겁게 살고 싶은 한 지붕 세 여자. 아미, 영미, 강애는 과연 어떤 선택을 하게 될까? 2008년, 뜨거운 Girl들의 선택이 궁금하다!",./static/image_resized/528.jpg
신기전,"사극, 드라마, 액션, 전쟁",김유진,"정재영, 한은정, 허준호","조선을 향한 대륙의 위협 이에 맞선 것은 왕도, 국가도 아니었다! 1448년, 세종 30년 조선의 새로운 화기 개발을 두려워 한 명 황실은 극비리에 화포연구소를 습격하고 연구소 도감 ‘해산’은 신기전 개발의 모든 것이 담긴 ‘총통등록’과 함께 외동딸 ‘홍리(한은정)’를 피신시키고 완성 직전의 ‘신기전’과 함께 자폭한다. 계획이 실패로 돌아가자 명은 대규모 사신단으로 위장한 무장세력을 급파해 사라진 ‘총통등록’과 ‘홍리’를 찾기 시작하는데… 도대체 그 새로운 화기란 게 뭐요? 명 사신단이 온다는 소식을 듣고 한 몫 제대로 챙길 계획으로 대륙과의 무역에 참여하려던 부보상단 설주(정재영)는 잘못된 정보로 전 재산을 잃게 된다. 그러던 어느 날, 세종의 호위무사인 창강(허준호)이 찾아와 큰 돈을 걸고 비밀로 가득한 여인 홍리를 거둬 줄 것을 부탁한다. 상단을 살리기 위해 거래를 수락한 설주는 그녀가 비밀병기 ‘신기전’ 개발의 핵심인물임을 알게 되고 돌려 보내려 하지만 그녀가 보여준 ‘신기전’의 위력에 매료되고 동료들과 함께 신기전 개발에 참여하게 된다. 이것이 정녕 이 나라 왕의 선택이란 말이요.... 그러나, 포위망을 좁혀온 명나라 무사들의 급습으로 ‘총통등록’을 빼앗기고 신기전 개발은 미궁에 빠진다. 한편, 조선이 굴복하지 않자 명은 10만 대군을 압록강변까지 진격시킨 채 조정을 압박하고 세종은 백성들의 안위를 위해 결국 신기전 개발의 중지를 명하게 된다. 이에 분노한 설주는 어명을 거역한 채 신기전의 최종 완성을 위한 싸움을 시작하는데…",./static/image_resized/529.jpg
슈퍼맨이었던 사나이,"드라마, 코미디",정윤철,"황정민, 전지현, 진지희, 박현영","3년째 방송프로덕션에서 신파 ‘휴먼다큐’를 찍고 있는 송수정PD. 억지 눈물과 감동으로 동정심에 호소하는 프로그램에 신물이 난 그녀는 차라리 ‘동정심 없는 아프리카 사자’를 찍겠다며 밀린 월급 대신 회사 카메라를 챙겨 나온다. 그러나, 난데없이 아프리카 촬영은 취소가 되고, 엎친 데 덮친 격으로 카메라까지 날치기 당한 순간, 어디선가 나타난 하와이언 셔츠의 남자가 도둑을 쫓아 카메라를 되찾아준다. 그는 악당이 머리 속에 넣은 크립토나이트 때문에 현재는 초능력을 쓸 수 없다는, 자칭 슈퍼맨이라고 주장하는 사나이. 슈퍼맨은 여학교 앞 바바리맨 혼내주기, 잃어버린 개 찾아주기 등 하찮고 사소한 선행에 열중하는가 하면, 북극이 녹는다며 지구를 태양에서 밀어내기 위해 물구나무를 서는 등 엉뚱한 행동을 일삼는다. 수정은 제정신이 아닌 듯 하지만 눈길을 끄는 그를 휴먼다큐 소재로 이용하기로 하고 새로운 이야기 꺼리에 동료들은 열광한다. 숙취에 시달리며 집에 누워있던 송피디의 눈앞에 다시 슈퍼맨이 나타난다. 슈퍼맨은 진실을 알려야 한다며 괴물이 나온다는 골목 맨홀로 수정을 데려가지만, 괴물은 커녕 하수구 냄새만 진동할 뿐이다. 수정은 그 곳에서 머리를 다친 슈퍼맨을 병원으로 데려가게 된다. 거기서, 엑스레이 사진 속 슈퍼맨의 머릿속에 진짜 무언가가 박혀있다는 것을 알게 된 송피디는 그를 집중 취재하기로 결심하는데… 그리고, 슈퍼맨의 진짜 이야기가 냉철한 그녀의 마음을 두드리기 시작한다.",./static/image_resized/530.jpg
차우,"액션, 어드벤처, 코미디",신정원,"엄태웅, 정유미, 윤제문, 권영국, 박혁권, 장항선","산 속 깊은 곳에 위치한 고즈넉하고 평화로운 마을 삼매리. 주말 농장 준비로 바쁜 이 곳에 어느 날, 참혹하게 찢긴 시체가 발견되면서 마을 사람들은 순식간에 불안과 공포에 휩싸인다. 뒤이어 발생하는 무차별적인 살인 사건들…이번 사건으로 손녀를 잃은 전직 포수 천일만(장항선 분)은 이 모든 것이 변종 식인 멧돼지 ‘차우’의 짓임을 확신한다. 한편, 서울에서 좌천되어 가족과 함께 삼매리에 내려온 다혈질 김순경(엄태웅 분)의 노모가 행방불명되는 사건이 발생한다. ‘차우’에 의한 짓임을 예감한 김순경은 천일만이 결성한 추격대에 합류하게 된다. 마침내 동물 생태 연구가 변수련(정유미 분), 전문 사냥꾼 백포수(윤제문 분)와 수사를 담당한 신형사(박혁권 분)가 가세한 5인의 추격대가 식인 멧돼지 ‘차우’를 잡기 위해 산으로 향하는데…",./static/image_resized/531.jpg
인사동 스캔들,"드라마, 범죄, 액션",박희곤,"김래원, 엄정화, 임하룡, 홍수현, 박영석, 박송해","세상을 베끼는 복제 기술자들의 그림전쟁이 시작됐다! 400년전 사라졌던 한 그림의 복원 프로젝트가 전국민의 관심 속에 세상에 공개된다. 복원에 성공한다면 한국 최고가로 경매될 것이 틀림없을 안견의 '벽안도'. 그 그림을 손에 넣은 미술계의 큰 손 갤러리 '비문'의 배태진(엄정화) 회장은 신의 손을 가졌다는 복원 전문가 이강준(김래원)을 스카우트하고 400억짜리 벽안도 살리기 작업에 나선다. 그러나 귀신 같은 손놀림으로 무엇이든 베껴내는 이강준과 원하는 그림이면 사기든, 살인이든 어떤 방법을 동원해서라도 자신의 손에 넣고 마는 배태진의 마음속에는 서로 다른 속셈이 존재하는데... 프로젝트의 끝. 복원의 마지막 붓질에는 무엇이 기다리고 있는 것일까? 벽안도의 온전한 모습이 드러날수록 슬슬 속내를 비치기 시작하는, 대한민국 미술계의 숨은 고수들이 등장한다. 미술계의 마당발이자 인사동의 살아있는 족보 권마담(임하룡), 국내 최고 물량을 자랑하는 위작 공장 호진사 사장(고창석), 한때 미술 복제시대를 풍미했던 국보급 복제 기술자 박가(손병호), 미술계의 실권을 잡고 있는 국회의원을 비롯 일본 거대 미술 컬렉션 그리고 돈냄새를 맡고 찾아온 의문의 패거리 상복(마동석), 근복(오정세), 공수정(최송현)까지! 또한 그들을 추적하는 서울시경 문화재 전담반 강형사(김병옥)와 최하경 형사(홍수현))의 끝을 알 수 없는 그림 전쟁 한판! 속이려는 자와 속는 자, 믿는 자와 배신하는 자, 지키려는 자와 가지려는 자! 본 것을 믿지 마라. 당신이 본 모든 것은 어쩌면 가짜일 수도 있다. 벽안도를 둘러싼 통쾌한 사기극의 한 판 끝은 어디인가?",./static/image_resized/532.jpg
열혈남아,"드라마, 범죄, 액션",이정범,"설경구, 조한선, 이문호","한번 뛰어들면 끝날 때까지 못나오는 왈츠 같은.. 건달인생 서러움만 있던 소년원 시절 ‘재문’(설경구)에게 유일하게 먼저 손을 내밀어준 ‘민재’는 친형 같은 존재다. 함께 건달생활을 하게 된 둘은 조직의 명령으로 작업을 하던 중 실수로 엉뚱한 사람을 죽이게 된다. 그 일로 민재는 상대조직의 중간보스 ‘대식’ 일당에게 죽임을 당한다. 재문은 대식에게 복수를 결심하지만 실수로 시작된 보복의 악순환을 원치 않는 조직은 재문의 결심을 달가워하지 않는다. 한편 민재를 죽인 대식이 조직생활을 정리하고 고향인 벌교로 내려갈 것이라는 정보를 입수한 재문은 재빠르게 복수를 위한 계획에 착수하고, 조직에 갓 들어온 ‘치국’(조한선)을 데리고 벌교로 향한다. “건달이 뭔지요… 이제야 알것습니다. 지도편달 감사합니다.” 도내 태권도대회에서 메달까지 땄던 치국은 엄마가 신장병으로 쓰러지자 운동을 때려치고 조직원이 된다. 독하게 싸움만 잘하면 모든게 잘될 줄 알았는데, 벌교가 고향이라는 이유로 재문의 복수에 동행하면서 일이 꼬인다. 아들을 생각하며 눈시울이 붉어지는 점심을 보고, 어머니 앞에서 자식을 죽여야 하는 상황이 괴롭다. 치국은 냉혈한처럼 굴지만 따뜻함이 느껴지는 재문에게 명분 없는 복수를 만류해보지만, 재문은 “시키면 하는게 건달”이라면서 “병원에 있는 너희 엄마도 작업할 수 있다”는 서늘한 말을 내뱉는다. 복수를 향한 일주일, 예기치 못한 만남 재문은 일주일 뒤에 열리는 벌교읍내 체육대회를 종점으로 복수계획을 세우고, 주변을 탐색하다 대식의 엄마, 점심(나문희)이 운영하는 국밥 집까지 드나들게 된다. 엄마의 기억이 없는 재문은 자신을 아들처럼 대하는 점심에게 묘한 감정을 느끼고 혼란스러워 한다. 점심도 생사를 모르는 작은 아들 같은 느낌이 드는, 재문이 왠지 낯설지 않다. 마침내 고향으로 내려온 대식이 점심의 식당에 들어간 것을 확인한 후 시퍼런 칼을 손에 쥐고 식당으로 몰래 숨어 든 재문은 점심과 눈이 마주치자 칼을 거두고 뒷걸음질한다. 체육대회가 한창인 벌교초등학교, 낯선 얼굴인 재문을 경계하던 대식과 그를 찾아 나선 재문은 마침내 텅 빈 교실 한복판에서 맞닥뜨리게 되는데…",./static/image_resized/533.jpg
누가 그녀와 잤을까?,코미디,김유성,"김사랑, 하석진, 하동훈","엄격한 규율의 표본, 억압된 남학생들만의 공간, 럭셔리 미션스쿨 실라오高에 축복 받은 완벽한 몸매, 두 배로 쭉쭉빵빵한 더블 에스라인의 초절정 섹시 여교생 엄지영(김사랑 분)이 나타났다. 학생과 선생, 나이 신분을 불문하고 모든 남자들의 억눌렸던 본능은 잔잔했던 수면 위로 떠오르며 꿈틀거리기 시작, 교복만 입었을 뿐 시커먼 속내를 지닌 어린 늑대들의 음흉하고 치밀한 작업들이 일사불란하게 진행된다. 1년 중 단 하루, 교내 페스티발이 시작되고 모두가 들뜬 광란의 시간, 그 누구도 감히 실행에 옮기지 못했던 전대미문의 섹스 스캔들 터지고 만다! 모두가 정신없는 틈을 타 순수한 학문 연구 장소인 도서관에서 교생 엄지영이 한 남학생과 부적절한 관계(?)를 맺었다는 은밀한 소문이 학교를 온통 휩쓸게 된 것. 가장 유력한 용의자는 실라오고 최고의 작업남 3인방 김태요(하석진 분), 배재성(박준규 분), 안명섭(하동훈 분). 사실 지영과 학교 축제 뮤지컬 공연 준비를 함께한 이들 작업남 3인방은 사건 발생 전부터 발칙한 목표 달성을 위해 각각의 방식으로 음흉한 노력을 하고 있었기에 사건은 점점 미궁 속으로 빠진다. 간발의 차이로 현장검거에 실패한 학생주임 시라소니(이혁재 분)는 3명의 용의자 중 범인이 반드시 있다는 확신 하에 수사를 진행하고, 3명의 용의자, 3명의 스토리를 통해 드러나는 지영과의 관계는 모두다 Sexy~한 핑크빛! 점점 상황은 꼬여만 가고, 범인을 잡을 수 있는 가장 중요한 단서는 알 수 없는 지영의 속마음… 과연 누가 그녀와 잤을까?",./static/image_resized/534.jpg
언니가 간다,코미디,김창래,"고소영, 조안, 오달수, 박선혜","서른 살, 화려한 의상 디자이너를 꿈꿨지만 장 의상실에서 디자인 보다는 주로 잡일을 하고 있는 나정주(고소영). 서른 살이 되도록 변변한 남자친구 하나 없고, 게다가 사랑 따윈 믿지 않는 소극적인 연애관까지 소유하고 있다. 사실 그녀는12년 전 마지막 남자라고 믿었던 첫 남자 조하늬로 부터 크나큰 상처를 받은 것이 원인으로, 그 후 그녀는 사랑 뿐 아니라 자신의 인생까지 심하게 꼬였다고 믿으며 살아가고 있다. 그 때의 일을 잊고 잘살아 보려 무던히 노력하지만 조하늬는 현재 잘 나가는 최고의 톱스타가 되어 TV와 각종 광고 에 출몰하며 매일 같이 정주의 심기를 건드린다.

패션쇼 준비로 분주한 어느 날, 호텔 로비에서 나정주는 우연히 고교동창 오태훈(이범수)을 만나고 깜짝 놀란다. 고교시절 자신을 그렇게 쫓아다녔지만 거들떠 보지 않았던 매력제로 범생이 오태훈이 연 매출 100억 달러의 C.E. O가 되어 몰라볼 정도로 멋지게 변한 것. 게다가 너무나 완벽해 보이는 태훈이가 저녁 식사에 초대해선 여전히 나정주는 영원한 오태훈의 첫 사랑이라며 고백까지 한다. 태훈과의 행복한 미래를 상상한 것도 잠시. 12년 전 고교시절이야기를 하던 중 하필 태훈은 하늬와 정주가 떠난 춘천 밀월 여행 이야기를 얼떨결에 얘기하게 되고, 그로 인해 나정주는 그만 조하늬 얘기에 욱하는 마음을 참지 못하고 일순간 자리를 박차고 나와버린다.

태훈과의 데이트도 망치고첫 남자 때문에 꼬여버린 자신의 인생을 한탄하며 울며 잠든 그 날 밤, 마법 같은 선물이 도착한다. 단 일주일 동안 자신의 과거로 돌아갈 수 있는 기회가 주어진 것이다. 그 순간 나정주는 자신의 인생을 괴롭혀온 94년으로 돌아가 조하늬와의 첫 사랑을 말끔하게 지우고, 그 대신 오태훈과 사귀어 행복한 현재를 만드는 프로젝트를 꿈꾼다. 곧바로12년 전으로 돌아간 나정주는 열여덞살의 자신과 대면하게 되는데.. 부처님 손바닥처럼 완벽하게 통제 할 줄 알았던 열여덟의 나정주(조안)는서른살 나정주의 뜻대로 움직여 주지 않은 채 몰래 몰래 조하늬를 만나고 다니고, 어제 만난 멋진 오태훈과 달리 열 여덟의 오태훈(유건)은 매력이라곤 전혀 찾아볼 수 없어 대대적인 변신 계획이 필수적이다. 나정주의 예상과는 달리 곳곳에서 돌발상황은 터지게 되는데. 과연, 나정주의 인생을 뒤바꿔줄 은밀한 계획은 성공할 것인가?.",./static/image_resized/535.jpg
마파도2,코미디,이상훈,"김수미, 김영찬, 여운계, 이문식, 김지영, 이규한, 길해연","여전히 한탕주의를 꿈꾸며 건수를 찾아다니는 충수(이문식 분)는 재벌회장 박달구(주현 분)의 첫사랑 꽃님이 찾기 라는 미션을 청탁받게 되고 박달구의 고향인 동백섬으로 향한다. 같은 배를 타게된 꽃미남 기영(이규한 분)과 충수는 폭풍우에 휘말려 어느 외딴 섬에서 눈을 뜨게 되는데, 이런 젠장, 하필이면 또 마파도다! 그곳엔 여전히 엽기 할매 5총사가 사이좋게 살고 있고, 몇년만에 충수와 재회한 할매들은 간만에 찾아온 힘(?) 좋은 두 남자, 피똥싸게 부려먹기에 여념이 없는데. 더욱 강력하게, 더욱 교묘하게, 더욱 악랄하게 업그레이드 된 할매들의 빡센 노동착취를 피해 하루 빨리 꽃님이가 살고 있다는 동백섬으로 도망갈 궁리만 하던 충수, 어느날 동백섬이 마파도의 또다른 지명이라는 놀라운 사실을 알게 되고 다섯할매의 과거를 꼬치꼬치 캐묻는데. 조폭보다 더 무섭고, 남정네보다 더 험악한 할매5총사, 대체 청순가련 S라인 꽃님이는 누구? 충수는 겁나게(?) 어렵기만 한 꽃님이 찾기에 성공해, 1편에서 못이룬 인생역전의 꿈을 이룰 수 있을까? 그렇지만 오늘도 삽질로 하루가 간다.",./static/image_resized/536.jpg
